Age,Gender,Education Level,Job Title,Years of Experience,Salary
29,Male,Master's,Senior Web Developer,6.5,107600
23,Male,Master's,Automation Engineer,3.8,74000
28,Female,Bachelor's,Network Engineer,5.8,100500
46,Female,Master's,Director of Data Science,23.1,247400
25,Female,Bachelor's,Backend Developer,5.0,87900
37,Female,Master's,IT Program Manager,16.3,181700
37,Male,Master's,VP of Information Technology,18.0,222700
27,Female,Bachelor's,Technical Support Engineer,5.8,87100
36,Male,Master's,Solutions Architect,16.8,185800
25,Male,Bachelor's,Mobile App Developer,3.7,72500
32,Male,Master's,Lead DevOps Engineer,12.5,152100
26,Female,Bachelor's,IT Business Analyst,5.8,87100
20,Male,Master's,Junior Data Analyst,0.8,35700
20,Female,Master's,Junior Web Developer,0.3,30500
23,Male,Bachelor's,QA Engineer,2.8,55100
27,Female,Master's,Senior Automation Engineer,7.3,114600
,,,,,
33,Female,Master's,Lead Software Engineer,10.2,144600
30,Female,Bachelor's,Machine Learning Engineer,8.0,115700
20,Female,Bachelor's,Junior System Administrator,0.3,26000
22,Male,Bachelor's,Junior Mobile App Developer,0.2,29000
,,,,,
22,Male,Bachelor's,Junior Database Administrator,1.5,40900
36,Male,Master's,Solutions Architect,14.5,172700
25,Female,Master's,Cybersecurity Analyst,5.8,98100
21,Male,Master's,Junior System Administrator,1.3,40800
30,Male,Bachelor's,Senior Mobile App Developer,7.8,102300
22,Female,Master's,IT Consultant,2.8,64000
24,Female,Bachelor's,UI/UX Designer,3.9,70400
22,Female,Bachelor's,Frontend Developer,2.1,48200
23,Male,PhD,Cloud Support Engineer,2.9,73700
26,Female,Bachelor's,QA Engineer,4.6,76400
22,Female,Bachelor's,Technical Support Engineer,3.2,57600
20,Male,Master's,Junior Cloud Support Engineer,1.2,40000
30,Male,Bachelor's,Senior QA Engineer,10.7,128300
49,Female,Master's,Chief Information Security Officer,29.1,279000
37,Female,PhD,QA Manager,15.4,200000
25,Female,Bachelor's,Technical Support Engineer,5.0,78200
23,Female,Bachelor's,Technical Support Engineer,2.2,45000
24,Female,PhD,Network Engineer,3.0,73100
38,Male,Master's,Lead Data Scientist,16.1,187900
25,Female,Master's,Web Developer,2.4,60800
33,Male,Bachelor's,Network Manager,13.4,156900
25,Male,Bachelor's,Web Developer,2.3,52000
34,Female,Bachelor's,Senior Data Engineer,11.1,143100
36,Female,Bachelor's,Solutions Architect,15.6,164500
20,Male,Master's,Junior Data Analyst,0.4,32000
26,Male,Master's,Network Engineer,5.1,87400
24,Female,Bachelor's,Junior QA Tester,1.3,40100
29,Male,PhD,Senior Frontend Developer,7.9,125800
23,Female,Bachelor's,Full Stack Developer,2.2,47000
30,Male,Bachelor's,Information Security Analyst,7.0,97700
24,Female,Bachelor's,Junior Web Developer,1.6,41400
28,Male,Bachelor's,Senior Web Developer,6.9,94500
24,Female,Bachelor's,IT Support Technician,1.0,35600
23,Male,Bachelor's,Junior Mobile App Developer,0.0,28500
21,Male,Bachelor's,IT Support Technician,1.9,43600
24,Male,Master's,Software Engineer,5.8,93100
47,Male,Master's,VP of Information Technology,25.6,240400
22,Male,Bachelor's,Trainee Software Engineer,1.6,38500
24,Male,Bachelor's,Automation Engineer,5.0,85400
21,Female,Master's,Junior Cloud Support Engineer,0.1,28600
20,Female,Bachelor's,Junior Network Technician,0.8,35300
32,Male,PhD,Data Scientist,8.8,142100
25,Male,Master's,Platform Engineer,6.5,106300
35,Female,PhD,Technical Program Manager,13.8,186500
26,Male,Master's,Senior Software Engineer,6.8,108300
31,Male,Master's,QA Manager,12.6,152100
32,Female,PhD,Senior UI/UX Designer,9.8,148000
25,Male,Master's,DevOps Engineer,2.9,62000
31,Male,Master's,Senior Full Stack Developer,11.4,154700
28,Male,Master's,Senior Cloud Engineer,8.9,125500
24,Male,Master's,Automation Engineer,3.1,63200
23,Male,Master's,Junior Database Administrator,1.7,45100
22,Female,Bachelor's,Cloud Support Engineer,2.9,56500
25,Male,Master's,Automation Engineer,5.6,93400
29,Female,Master's,Senior DevOps Engineer,7.0,105900
47,Female,Master's,Director of Cybersecurity,24.6,232200
32,Male,Bachelor's,Data Scientist,9.5,125000
32,Male,PhD,Site Reliability Engineer,8.8,128900
22,Female,Bachelor's,Junior Data Analyst,0.8,34900
39,Female,Master's,Head of Cloud Infrastructure,18.2,199500
28,Male,Master's,Data Engineer,8.7,127100
28,Male,Bachelor's,Senior UI/UX Designer,9.2,114400
24,Male,Bachelor's,UI/UX Designer,3.1,56800
29,Male,Bachelor's,Data Engineer,7.0,109600
26,Female,Master's,Software Test Engineer,5.8,99200
27,Male,Bachelor's,Data Analyst,4.7,80400
31,Female,Bachelor's,Senior Full Stack Developer,11.7,144100
33,Female,Master's,Senior Data Analyst,11.9,167700
22,Female,PhD,Trainee Software Engineer,0.6,36300
23,Female,Master's,Database Administrator,4.4,81100
23,Female,Bachelor's,Software Test Engineer,2.8,58300
21,Male,Bachelor's,IT Support Technician,0.7,35200
24,Male,Master's,Trainee Software Engineer,1.8,49600
24,Female,Bachelor's,Full Stack Developer,4.0,63700
31,Male,Bachelor's,Information Security Analyst,10.6,141800
31,Male,Master's,Machine Learning Engineer,8.5,132800
22,Male,Master's,Junior Network Technician,1.7,46900
39,Male,Master's,Technical Program Manager,17.4,193600
30,Male,Master's,Lead Data Engineer,10.9,129100
38,Male,Bachelor's,Chief Information Officer,18.4,189500
25,Female,Master's,Network Engineer,2.6,58500
24,Female,Bachelor's,Technical Support Engineer,2.9,58900
33,Male,Bachelor's,Senior Full Stack Developer,10.0,134400
29,Female,Bachelor's,Data Analyst,5.9,87500
32,Male,Master's,Data Engineer,10.2,146700
23,Female,Master's,Cloud Support Engineer,3.3,64700
24,Male,Bachelor's,Junior Business Intelligence Analyst,1.6,41100
51,Female,PhD,VP of Engineering,29.7,302900
21,Male,Bachelor's,Junior Network Technician,0.5,29800
33,Male,Master's,Senior Web Developer,10.0,135000
24,Male,Bachelor's,Junior Mobile App Developer,1.6,43600
28,Male,Bachelor's,Machine Learning Engineer,9.2,118900
26,Female,Master's,Automation Engineer,6.0,104100
20,Female,Bachelor's,Trainee Software Engineer,0.4,29700
29,Female,Master's,Senior System Administrator,6.8,103000
35,Female,Master's,Engineering Manager,12.4,162300
26,Male,Bachelor's,Senior DevOps Engineer,7.4,102800
30,Female,PhD,Lead Data Scientist,11.5,163400
23,Female,Bachelor's,Web Developer,2.5,51800
31,Male,Master's,Senior QA Engineer,9.5,136400
32,Female,PhD,Machine Learning Engineer,10.5,157700
24,Male,Master's,Automation Engineer,3.6,72600
24,Female,Bachelor's,Network Engineer,2.3,53100
27,Male,Master's,Data Engineer,8.0,125700
24,Male,Bachelor's,IT Business Analyst,4.0,73800
22,Female,Master's,Software Test Engineer,2.6,58100
34,Female,Bachelor's,Data Engineer,11.8,155700
23,Male,Master's,Data Analyst,3.4,67600
28,Female,Master's,Senior Cloud Engineer,9.5,137700
27,Male,Bachelor's,DevOps Engineer,3.8,64700
34,Male,Master's,QA Manager,12.4,164500
25,Female,Master's,System Administrator,3.1,67900
33,Male,Master's,Senior IT Consultant,9.7,130200
29,Male,Bachelor's,Senior Software Engineer,8.2,109100
25,Male,Master's,Frontend Developer,2.3,53600
34,Male,PhD,IT Program Manager,14.2,183600
23,Male,Master's,Junior UI/UX Designer,0.8,37600
37,Male,Master's,Director of Cybersecurity,15.2,190400
34,Male,PhD,Senior Automation Engineer,11.9,175300
27,Female,Master's,Senior UI/UX Designer,6.3,107800
30,Male,Master's,Information Security Analyst,7.2,101100
24,Female,Master's,QA Engineer,3.6,69000
27,Female,Bachelor's,Web Developer,4.1,68600
21,Female,Master's,Junior DevOps Engineer,0.4,31100
25,Female,Bachelor's,QA Engineer,3.1,63500
30,Female,PhD,Senior Web Developer,9.9,156600
27,Male,PhD,Web Developer,4.9,93700
25,Female,Bachelor's,Web Developer,3.9,65600
21,Female,Master's,Junior UI/UX Designer,0.9,38100
22,Female,Master's,Automation Engineer,2.5,56700
40,Male,Master's,VP of Information Technology,20.6,217700
20,Female,Master's,Help Desk Technician,0.7,35400
21,Female,Bachelor's,Junior Database Administrator,1.1,39800
20,Female,Master's,IT Support Technician,0.4,32300
39,Male,Bachelor's,Head of Cloud Infrastructure,16.5,182600
31,Male,Bachelor's,Senior Full Stack Developer,11.8,158600
24,Female,Bachelor's,Junior UI/UX Designer,1.8,42800
33,Female,Master's,Senior Cloud Engineer,9.7,137500
19,Female,Bachelor's,Junior Web Developer,0.1,27500
24,Male,Master's,Technical Support Engineer,3.2,64400
31,Male,Master's,Senior DevOps Engineer,11.2,166000
27,Male,Master's,Database Administrator,4.3,73200
38,Female,Bachelor's,Lead Cybersecurity Engineer,15.2,162600
31,Female,Bachelor's,Platform Engineer,11.1,149100
28,Male,Master's,Senior Cybersecurity Analyst,6.4,97900
44,Male,PhD,Director of Cybersecurity,20.6,253200
33,Male,Bachelor's,Data Scientist,11.4,150600
22,Male,PhD,Cloud Support Engineer,2.9,67900
28,Female,Bachelor's,Platform Engineer,7.0,97700
20,Female,Bachelor's,Junior System Administrator,0.7,30000
36,Male,PhD,Lead Cybersecurity Engineer,15.8,190800
31,Male,Master's,Senior Data Analyst,8.1,124900
25,Female,Master's,IT Business Analyst,2.2,64100
30,Female,Master's,Cloud Solutions Architect,10.3,143400
25,Male,Bachelor's,IT Business Analyst,5.9,86800
29,Male,Bachelor's,Senior Web Developer,10.4,136100
23,Female,Master's,IT Support Technician,1.7,45700
24,Female,PhD,Software Engineer,5.2,100600
21,Female,Bachelor's,Junior UI/UX Designer,0.4,29700
41,Female,Master's,Solutions Architect,17.9,201000
38,Male,Master's,Network Manager,17.6,201400
27,Male,Master's,Cloud Support Engineer,3.7,77300
27,Female,Master's,Information Security Analyst,6.7,105800
20,Female,Bachelor's,Junior UI/UX Designer,0.1,27600
32,Male,Master's,Senior Cybersecurity Analyst,9.8,133100
27,Female,PhD,Senior Data Analyst,7.9,123000
27,Male,Master's,Site Reliability Engineer,7.2,114800
24,Male,PhD,Database Administrator,2.8,58700
26,Female,Bachelor's,Software Engineer,3.8,66600
29,Male,Master's,Senior Data Engineer,7.1,107600
27,Male,Master's,Automation Engineer,5.6,93900
27,Female,Master's,Full Stack Developer,5.0,89300
45,Male,Bachelor's,Director of IT,26.1,235300
25,Female,Bachelor's,Mobile App Developer,3.1,66100
37,Male,Bachelor's,QA Manager,13.9,152300
25,Female,Bachelor's,Full Stack Developer,2.2,50200
32,Male,Bachelor's,Infrastructure Manager,10.9,132600
24,Female,Master's,Junior Database Administrator,1.6,46500
33,Female,Master's,Senior Web Developer,10.5,148500
28,Male,Master's,Senior Automation Engineer,9.4,130100
25,Female,Bachelor's,Cloud Support Engineer,3.2,58800
50,Male,PhD,VP of Information Technology,29.6,286300
27,Male,Bachelor's,Senior System Administrator,6.1,86000
30,Male,Bachelor's,Data Scientist,7.9,105500
26,Female,Bachelor's,Platform Engineer,6.9,103200
42,Male,PhD,Chief Information Security Officer,20.4,242000
30,Male,Master's,Senior Cloud Engineer,8.6,125100
32,Male,Master's,Lead DevOps Engineer,11.3,152800
24,Female,PhD,Web Developer,2.7,64600
36,Female,Master's,VP of Information Technology,16.0,193400
22,Male,Master's,Help Desk Technician,0.1,28800
34,Female,Bachelor's,Principal Cloud Architect,13.8,155800
19,Male,Master's,Junior Mobile App Developer,0.0,32000
23,Male,Bachelor's,IT Business Analyst,3.3,63200
20,Female,Bachelor's,Help Desk Technician,0.1,27600
22,Male,Master's,Junior Web Developer,1.5,45100
49,Female,Master's,Chief Information Officer,26.9,264900
24,Male,Bachelor's,Help Desk Technician,1.9,43100
33,Female,Bachelor's,Senior Frontend Developer,10.5,142700
22,Female,Master's,Software Engineer,3.2,68600
25,Female,Master's,Automation Engineer,5.8,92100
40,Female,Master's,Director of Data Science,21.4,230700
23,Female,Master's,Frontend Developer,3.9,76900
31,Female,PhD,Solutions Architect,11.0,157700
24,Male,Master's,Cloud Support Engineer,5.1,87300
22,Male,Bachelor's,Junior Mobile App Developer,0.1,27100
22,Female,Bachelor's,Software Test Engineer,3.1,62900
27,Female,Bachelor's,Network Engineer,4.9,86800
24,Female,Bachelor's,Frontend Developer,2.2,46800
20,Male,Master's,Junior Software Developer,0.2,27700
19,Male,Master's,Trainee Software Engineer,0.3,30400
20,Female,Bachelor's,Help Desk Technician,1.0,38200
32,Female,Bachelor's,Infrastructure Manager,13.9,155900
34,Female,Bachelor's,Lead Cybersecurity Engineer,12.8,142100
24,Female,Bachelor's,Cybersecurity Analyst,3.5,59800
23,Male,PhD,Junior Web Developer,0.4,33900
33,Female,PhD,Engineering Manager,12.2,169200
23,Male,Bachelor's,IT Consultant,3.7,70600
25,Male,Bachelor's,IT Consultant,2.8,52200
28,Female,Master's,IT Project Manager,9.0,133800
24,Male,Bachelor's,Backend Developer,5.4,88600
31,Male,Master's,Senior QA Engineer,9.8,138800
32,Male,Bachelor's,Engineering Manager,11.1,136900
20,Male,Bachelor's,IT Support Technician,1.3,42400
21,Female,Bachelor's,Cloud Support Engineer,2.3,52800
25,Male,Bachelor's,Frontend Developer,3.1,64400
23,Female,Master's,Software Test Engineer,3.3,69900
21,Male,Bachelor's,Junior Mobile App Developer,0.6,33000
49,Male,Bachelor's,Head of Cloud Infrastructure,26.5,269600
20,Female,Bachelor's,Junior System Administrator,1.2,38000
32,Male,Bachelor's,Senior Full Stack Developer,10.9,134800
19,Female,Master's,Junior Cybersecurity Analyst,0.0,29500
25,Female,Bachelor's,Mobile App Developer,5.2,77500
30,Male,PhD,Information Security Analyst,7.0,121600
27,Female,Master's,Data Scientist,7.3,118000
27,Female,Master's,Senior Frontend Developer,7.0,107200
24,Male,Bachelor's,Database Administrator,4.3,67600
39,Male,Master's,Database Manager,17.4,192800
21,Male,Master's,Business Intelligence Analyst,2.1,48100
22,Male,Bachelor's,Junior Cybersecurity Analyst,0.6,32400
39,Male,Master's,IT Program Manager,16.5,191400
30,Male,Bachelor's,Senior QA Engineer,7.9,114100
51,Male,Master's,VP of Data & Analytics,29.8,282200
22,Female,Master's,Trainee Software Engineer,1.5,45500
28,Male,PhD,Senior Software Engineer,7.8,121400
20,Male,Master's,Junior Business Intelligence Analyst,0.7,34800
23,Female,Master's,IT Business Analyst,3.8,68400
22,Male,Bachelor's,Junior Cybersecurity Analyst,0.2,28800
32,Male,PhD,Platform Engineer,9.1,136400
27,Female,Bachelor's,Machine Learning Engineer,6.7,92800
22,Male,Bachelor's,Backend Developer,2.5,52300
23,Male,Bachelor's,Backend Developer,2.2,48900
24,Male,Master's,QA Engineer,5.7,95100
23,Male,Master's,Junior Web Developer,0.1,29000
26,Female,Bachelor's,Frontend Developer,5.5,86200
22,Female,Master's,Junior Database Administrator,1.6,45300
28,Female,Master's,UI/UX Designer,5.9,100500
36,Male,Bachelor's,QA Manager,13.3,156500
31,Female,Bachelor's,Information Security Analyst,11.6,146300
23,Female,Master's,Junior QA Tester,1.2,41500
22,Female,Bachelor's,Help Desk Technician,0.1,28100
38,Male,Master's,Database Manager,16.2,191600
24,Female,Master's,Frontend Developer,2.1,49000
28,Female,Master's,Senior Software Engineer,8.4,123400
22,Male,Bachelor's,Junior Web Developer,1.0,32800
23,Male,Master's,Junior DevOps Engineer,1.6,45000
31,Male,Master's,Senior DevOps Engineer,8.1,119700
27,Male,PhD,Database Administrator,4.5,89900
24,Male,Master's,Junior Business Intelligence Analyst,1.2,38900
32,Female,Master's,Senior Network Engineer,11.6,167700
23,Female,Master's,UI/UX Designer,4.0,75900
24,Female,Bachelor's,Web Developer,3.9,64700
34,Male,Master's,Site Reliability Engineer,11.9,159500
24,Male,Bachelor's,Database Administrator,2.0,47000
20,Female,Master's,Junior Network Technician,1.1,38300
23,Female,Bachelor's,Junior Cloud Support Engineer,1.0,35700
22,Female,Master's,Automation Engineer,2.5,56900
29,Male,Bachelor's,Senior DevOps Engineer,10.4,139100
25,Female,PhD,Web Developer,5.7,100600
23,Male,Bachelor's,Junior Software Developer,0.5,29700
29,Male,Bachelor's,Senior Backend Developer,6.8,99500
34,Male,Master's,Lead Cybersecurity Engineer,14.0,169500
34,Male,Bachelor's,Senior Cybersecurity Analyst,11.5,150800
30,Female,Bachelor's,Senior Mobile App Developer,9.0,114100
29,Male,Bachelor's,Cloud Solutions Architect,9.0,121200
30,Female,Bachelor's,Senior Cloud Engineer,7.8,98400
34,Male,Bachelor's,QA Manager,14.8,160200
27,Male,Master's,Data Scientist,6.6,98400
22,Male,Bachelor's,Help Desk Technician,0.2,29900
20,Female,Bachelor's,Junior UI/UX Designer,0.7,34200
20,Female,Bachelor's,Junior Network Technician,0.6,32500
,,,,,
32,Female,Bachelor's,Senior Data Engineer,11.0,140000
28,Female,Master's,Senior QA Engineer,8.0,130700
21,Female,Bachelor's,Junior DevOps Engineer,0.7,32900
28,Male,Bachelor's,DevOps Engineer,4.9,76500
36,Male,Master's,Technical Program Manager,14.1,173600
19,Female,Master's,Junior Cybersecurity Analyst,0.7,36800
23,Female,Master's,IT Consultant,2.6,57700
26,Male,PhD,Software Test Engineer,5.7,96500
32,Female,Master's,Senior Network Engineer,10.8,157200
21,Female,Bachelor's,Junior QA Tester,1.6,41800
31,Male,Bachelor's,Platform Engineer,9.6,133900
22,Female,Master's,Junior Mobile App Developer,2.0,49300
25,Male,Bachelor's,Senior Software Engineer,6.1,87600
30,Female,Master's,Machine Learning Engineer,9.9,149200
39,Male,Bachelor's,Head of Cloud Infrastructure,16.4,184000
22,Female,Master's,Help Desk Technician,0.6,33800
24,Male,Bachelor's,Mobile App Developer,4.7,81900
40,Male,Master's,Principal Cloud Architect,17.8,196000
28,Female,PhD,Senior Network Engineer,8.9,130500
21,Male,Bachelor's,Junior QA Tester,1.4,40600
24,Female,PhD,Junior System Administrator,1.7,47300
33,Female,PhD,Senior Full Stack Developer,11.9,182500
46,Female,Bachelor's,Chief Technology Officer,26.6,247800
35,Female,Master's,Database Manager,12.4,162900
24,Female,Bachelor's,System Administrator,4.6,76100
21,Female,Bachelor's,Full Stack Developer,2.0,45900
32,Female,Master's,Lead Data Engineer,12.1,158500
22,Male,Master's,Junior Mobile App Developer,1.7,47100
26,Male,PhD,Business Intelligence Analyst,3.1,62900
37,Female,Bachelor's,Technical Program Manager,16.5,169900
40,Male,Bachelor's,Head of Cloud Infrastructure,21.7,227200
25,Female,Master's,Frontend Developer,4.2,75700
29,Male,Master's,Senior Data Analyst,8.2,127900
23,Male,Bachelor's,IT Consultant,4.9,71100
21,Male,Master's,IT Support Technician,0.3,32600
23,Male,Bachelor's,Mobile App Developer,3.3,67300
26,Female,Master's,QA Engineer,4.5,76600
39,Male,PhD,Solutions Architect,17.3,207500
26,Female,Bachelor's,Software Test Engineer,4.8,84800
25,Female,Master's,Backend Developer,4.1,72600
28,Male,Master's,Senior Network Engineer,8.7,125600
22,Male,PhD,IT Consultant,2.8,61900
23,Female,Master's,Junior Network Technician,0.6,34500
30,Female,Master's,Information Security Analyst,8.7,132200
23,Female,Bachelor's,DevOps Engineer,2.8,57800
30,Female,Master's,Senior Mobile App Developer,9.0,132500
20,Female,Bachelor's,Junior Cloud Support Engineer,1.1,36700
20,Female,Bachelor's,Junior QA Tester,0.5,30100
26,Female,Bachelor's,Senior Network Engineer,7.5,114500
40,Female,Master's,Chief Technology Officer,19.7,218200
24,Female,Master's,Technical Support Engineer,2.2,54500
28,Male,Bachelor's,DevOps Engineer,4.8,76700
33,Male,Bachelor's,Senior DevOps Engineer,11.7,141700
21,Female,Bachelor's,Junior UI/UX Designer,1.0,36200
29,Female,Bachelor's,Senior Frontend Developer,10.0,128100
22,Male,Bachelor's,Help Desk Technician,0.7,33300
25,Female,Master's,Full Stack Developer,3.1,63400
27,Female,Bachelor's,Senior Automation Engineer,7.2,101000
23,Male,Bachelor's,Junior QA Tester,1.8,42200
27,Male,Master's,Frontend Developer,5.0,84500
24,Female,Bachelor's,Junior Web Developer,1.1,36600
40,Male,Master's,Director of Engineering,18.3,212500
30,Female,Master's,Senior System Administrator,7.4,109800
19,Male,Master's,Junior UI/UX Designer,0.2,35300
23,Female,Master's,Junior DevOps Engineer,1.3,44400
23,Female,Bachelor's,Network Engineer,4.1,68000
20,Female,Master's,Junior Mobile App Developer,1.2,40700
27,Female,Bachelor's,Backend Developer,5.4,85500
26,Female,PhD,UI/UX Designer,2.6,57400
32,Female,Master's,Principal Engineer,13.5,160300
34,Male,PhD,Machine Learning Engineer,11.1,165200
24,Female,Master's,Junior Software Developer,1.7,45400
21,Male,Bachelor's,Junior UI/UX Designer,0.5,28500
48,Female,Master's,Director of Engineering,27.4,262900
27,Female,Bachelor's,Platform Engineer,6.7,91500
45,Female,Bachelor's,VP of Engineering,22.3,222200
26,Male,Master's,Backend Developer,4.6,81800
29,Female,Bachelor's,Senior Software Engineer,10.2,134600
26,Female,Bachelor's,Cloud Support Engineer,5.8,93400
27,Male,Master's,Mobile App Developer,4.8,90100
35,Male,PhD,Lead Data Engineer,14.0,178800
26,Female,Bachelor's,Senior Database Administrator,7.0,95200
21,Female,Master's,Automation Engineer,2.1,45800
23,Male,Master's,Help Desk Technician,1.7,47500
29,Male,Master's,Technical Program Manager,10.1,135100
20,Female,Bachelor's,Junior Database Administrator,0.4,30800
30,Female,Master's,Senior Automation Engineer,7.5,105200
29,Female,Bachelor's,Senior Backend Developer,8.2,106600
22,Female,Bachelor's,Junior Web Developer,1.6,40400
25,Female,PhD,Business Intelligence Analyst,2.3,59300
23,Male,Bachelor's,Software Test Engineer,2.6,52900
31,Female,Bachelor's,Senior Cloud Engineer,11.2,145700
49,Female,Master's,Director of Data Science,27.9,262800
22,Female,Master's,Junior UI/UX Designer,1.0,39000
25,Female,Master's,Senior Cybersecurity Analyst,6.0,96600
21,Male,Bachelor's,Junior UI/UX Designer,1.3,37200
25,Male,Bachelor's,DevOps Engineer,5.6,91900
26,Female,Bachelor's,Network Engineer,4.2,72200
24,Male,Bachelor's,Mobile App Developer,3.6,64200
27,Male,Bachelor's,IT Consultant,5.0,80800
37,Female,Bachelor's,Lead DevOps Engineer,14.6,160100
24,Female,PhD,Automation Engineer,2.5,61300
23,Male,Master's,System Administrator,3.6,70300
48,Female,PhD,VP of Data & Analytics,27.8,289800
38,Female,Master's,Infrastructure Manager,17.5,199600
37,Female,Master's,Solutions Architect,15.5,171600
36,Female,PhD,Lead Software Engineer,16.8,200200
31,Male,Bachelor's,Lead Cybersecurity Engineer,11.6,139200
28,Female,Master's,Database Administrator,5.4,90900
23,Female,Master's,Junior UI/UX Designer,0.8,37100
48,Female,PhD,Chief Information Officer,26.4,271200
27,Female,Master's,Backend Developer,4.8,80200
22,Female,Master's,Junior Software Developer,0.5,34400
22,Male,Bachelor's,QA Engineer,3.5,65300
30,Male,PhD,Cloud Solutions Architect,8.8,130600
52,Male,Bachelor's,Director of Cybersecurity,29.5,265900
26,Male,Bachelor's,Cloud Support Engineer,5.2,79300
28,Male,Master's,Automation Engineer,4.9,89700
48,Male,Master's,Director of Software Development,26.2,259800
22,Female,Bachelor's,Junior DevOps Engineer,0.7,33200
20,Female,Bachelor's,Junior Software Developer,0.2,26500
24,Male,Bachelor's,Data Analyst,5.3,82000
22,Female,Master's,Junior Cloud Support Engineer,0.3,28700
24,Female,Master's,Junior Database Administrator,1.4,46600
25,Female,Bachelor's,Cloud Support Engineer,2.9,49400
37,Male,Bachelor's,IT Program Manager,15.9,169700
22,Female,PhD,Business Intelligence Analyst,2.2,55300
49,Female,Master's,Head of Cloud Infrastructure,28.6,270600
30,Male,Master's,Site Reliability Engineer,9.4,136300
35,Male,Master's,Technical Program Manager,15.3,173800
44,Female,Master's,Head of Cloud Infrastructure,21.7,217400
24,Male,Bachelor's,Frontend Developer,2.8,64000
25,Male,Bachelor's,Software Engineer,3.7,69300
32,Male,Bachelor's,Senior Network Engineer,9.0,123700
23,Male,Bachelor's,Data Analyst,2.5,57300
25,Female,Master's,Full Stack Developer,4.6,84300
25,Male,Master's,System Administrator,5.5,91400
31,Female,Bachelor's,Senior IT Consultant,8.0,109500
22,Female,Bachelor's,Cloud Support Engineer,2.2,43500
26,Male,Master's,Full Stack Developer,4.7,83000
23,Male,Master's,DevOps Engineer,4.1,70000
22,Male,Master's,Software Test Engineer,2.3,57300
30,Female,Bachelor's,IT Project Manager,7.2,106700
35,Male,Bachelor's,Lead DevOps Engineer,12.2,139600
27,Male,Bachelor's,Cybersecurity Analyst,5.2,84900
20,Female,Master's,IT Support Technician,0.7,38600
20,Female,Master's,IT Support Technician,0.8,35000
20,Male,Bachelor's,Help Desk Technician,1.4,39200
21,Male,Master's,Junior Business Intelligence Analyst,1.0,38400
37,Male,Master's,Network Manager,16.0,181800
30,Male,Master's,Site Reliability Engineer,8.6,133200
25,Male,Master's,Data Analyst,4.5,78800
27,Male,Master's,Senior System Administrator,8.3,125000
22,Female,Master's,Help Desk Technician,1.3,41500
21,Female,Master's,Junior DevOps Engineer,0.7,37100
24,Female,Bachelor's,IT Consultant,4.4,77500
25,Female,Bachelor's,Cloud Support Engineer,3.8,65300
27,Male,Bachelor's,Data Analyst,5.4,82400
23,Female,PhD,Junior Data Analyst,0.4,30800
21,Male,Bachelor's,Junior Data Analyst,0.0,28100
39,Male,Master's,Principal Cloud Architect,17.5,195300
30,Female,Master's,Senior Cybersecurity Analyst,9.6,122400
24,Female,Bachelor's,Database Administrator,3.8,70000
33,Male,Master's,Senior IT Consultant,10.8,146300
26,Female,Master's,Data Engineer,6.8,96900
28,Male,Bachelor's,Cloud Solutions Architect,6.6,91000
27,Male,Master's,Network Engineer,5.5,89500
28,Female,Master's,Backend Developer,5.0,81700
22,Male,Bachelor's,Junior Network Technician,1.0,34900
22,Female,Bachelor's,Junior Mobile App Developer,1.8,44900
27,Female,Bachelor's,Senior System Administrator,8.3,117500
23,Male,Bachelor's,UI/UX Designer,3.7,73400
28,Male,Bachelor's,Senior Software Engineer,6.1,96900
26,Female,Master's,Mobile App Developer,5.3,93800
27,Female,Master's,Frontend Developer,4.6,78900
24,Female,Bachelor's,Automation Engineer,5.2,71400
38,Male,PhD,Lead Data Engineer,14.8,186000
25,Female,Bachelor's,System Administrator,2.6,53200
27,Male,Master's,Cybersecurity Analyst,5.4,92700
33,Female,PhD,IT Program Manager,13.6,179200
22,Male,Bachelor's,Junior UI/UX Designer,1.4,39500
21,Female,Bachelor's,Junior UI/UX Designer,1.4,40800
30,Male,Master's,Senior Frontend Developer,7.6,113600
19,Male,Master's,Junior Mobile App Developer,0.1,28400
23,Male,Master's,Junior Network Technician,0.7,34500
28,Female,Bachelor's,Information Security Analyst,6.8,95200
28,Female,Bachelor's,Information Security Analyst,7.0,102100
27,Male,PhD,Senior UI/UX Designer,7.3,108500
50,Male,Bachelor's,Director of Engineering,29.3,256500
25,Female,Master's,IT Consultant,3.8,70100
29,Female,PhD,Machine Learning Engineer,10.1,138800
26,Female,Bachelor's,Mobile App Developer,3.8,64100
35,Male,PhD,Director of Cybersecurity,15.4,204000
46,Female,Bachelor's,Director of IT,25.9,220700
35,Female,PhD,Lead Data Engineer,14.9,191000
40,Female,Master's,Principal Cloud Architect,17.4,195600
31,Male,Bachelor's,Data Scientist,8.3,114000
33,Male,Master's,Data Scientist,10.2,144600
22,Male,Bachelor's,Help Desk Technician,0.1,28100
26,Male,Master's,Senior Automation Engineer,6.2,99800
22,Female,Master's,Junior Data Analyst,0.2,32200
26,Female,Master's,Automation Engineer,5.7,101400
33,Female,Master's,Senior Backend Developer,10.2,136400
20,Female,Bachelor's,Junior QA Tester,1.1,36700
27,Female,Bachelor's,DevOps Engineer,4.7,72500
37,Female,Master's,Engineering Manager,14.8,170400
36,Male,Master's,IT Program Manager,17.3,191400
27,Female,Bachelor's,Senior Web Developer,8.6,121500
